"Module 1","Module 2","Count","Semester"
"DSA2101","ESP2107",1,2210
"DSA3101","ESP2107",0,2210
"DSA3361","ESP2107",0,2210
"DSA4211","ESP2107",0,2210
"DSA4262","ESP2107",0,2210
"DSE1101","ESP2107",0,2210
"ST1131","ESP2107",0,2210
"ST2131&MA2116","ESP2107",0,2210
"ST2132","ESP2107",2,2210
"ST2137","ESP2107",0,2210
"ST2334","ESP2107",1,2210
"ST3131","ESP2107",0,2210
"ST3239","ESP2107",0,2210
"ST3248","ESP2107",0,2210
"ST4231","ESP2107",0,2210
"ST4233","ESP2107",0,2210
"ST4245","ESP2107",0,2210
"ST4250","ESP2107",0,2210
"ST4253","ESP2107",0,2210
"ESP2107","ESP2107",44,2210
"FSC4201","ESP2107",2,2210
"DSA1101","FSC4201",0,2210
"DSA2101","FSC4201",0,2210
"DSA3101","FSC4201",0,2210
"DSA3361","FSC4201",0,2210
"DSA4211","FSC4201",0,2210
"DSA4262","FSC4201",0,2210
"DSE1101","FSC4201",0,2210
"ST1131","FSC4201",0,2210
"ST2131&MA2116","FSC4201",1,2210
"ST2132","FSC4201",0,2210
"ST2137","FSC4201",0,2210
"ST2334","FSC4201",0,2210
"ST3131","FSC4201",0,2210
"ST3239","FSC4201",0,2210
"ST3248","FSC4201",0,2210
"ST4231","FSC4201",0,2210
"ST4233","FSC4201",0,2210
"ST4245","FSC4201",0,2210
"ST4250","FSC4201",0,2210
"ST4253","FSC4201",0,2210
"ESP2107","FSC4201",2,2210
"FSC4201","FSC4201",27,2210
"DSA1101","DSA1101",263,2220
"DSA2101","DSA1101",0,2220
"DSA3101","DSA1101",0,2220
"DSA3362","DSA1101",0,2220
"DSA4212","DSA1101",0,2220
"DSA4263","DSA1101",0,2220
"DSA4266","DSA1101",0,2220
"ST1131","DSA1101",1,2220
"ST2131&MA2116","DSA1101",82,2220
"ST2132","DSA1101",3,2220
"ST2137","DSA1101",1,2220
"ST2334","DSA1101",1,2220
"ST3131","DSA1101",0,2220
"ST3232","DSA1101",0,2220
"ST3236&MA3238","DSA1101",1,2220
"ST3244","DSA1101",0,2220
"ST3246","DSA1101",0,2220
"ST3247","DSA1101",1,2220
"ST4234","DSA1101",0,2220
"ST4238&MA4251","DSA1101",0,2220
"ST4248","DSA1101",0,2220
"DSA1101","DSA2101",0,2220
"DSA2101","DSA2101",214,2220
"DSA3101","DSA2101",1,2220
"DSA3362","DSA2101",2,2220
"DSA4212","DSA2101",1,2220
"DSA4263","DSA2101",0,2220
"DSA4266","DSA2101",0,2220
"ST1131","DSA2101",0,2220
"ST2131&MA2116","DSA2101",3,2220
"ST2132","DSA2101",88,2220
"ST2137","DSA2101",0,2220
"ST2334","DSA2101",0,2220
"ST3131","DSA2101",56,2220
"ST3232","DSA2101",0,2220
"ST3236&MA3238","DSA2101",6,2220
"ST3244","DSA2101",0,2220
"ST3246","DSA2101",1,2220
"ST3247","DSA2101",6,2220
"ST4234","DSA2101",0,2220
"ST4238&MA4251","DSA2101",0,2220
"ST4248","DSA2101",2,2220
"DSA1101","DSA3101",0,2220
"DSA2101","DSA3101",1,2220
"DSA3101","DSA3101",89,2220
"DSA3362","DSA3101",0,2220
"DSA4212","DSA3101",46,2220
"DSA4263","DSA3101",0,2220
"DSA4266","DSA3101",0,2220
"ST1131","DSA3101",0,2220
"ST2131&MA2116","DSA3101",0,2220
"ST2132","DSA3101",0,2220
"ST2137","DSA3101",0,2220
"ST2334","DSA3101",0,2220
"ST3131","DSA3101",2,2220
"ST3232","DSA3101",9,2220
"ST3236&MA3238","DSA3101",0,2220
"ST3244","DSA3101",0,2220
"ST3246","DSA3101",1,2220
"ST3247","DSA3101",22,2220
"ST4234","DSA3101",10,2220
"ST4238&MA4251","DSA3101",0,2220
"ST4248","DSA3101",22,2220
"DSA1101","DSA3362",0,2220
"DSA2101","DSA3362",2,2220
"DSA3101","DSA3362",0,2220
"DSA3362","DSA3362",3,2220
"DSA4212","DSA3362",0,2220
"DSA4263","DSA3362",0,2220
"DSA4266","DSA3362",0,2220
"ST1131","DSA3362",0,2220
"ST2131&MA2116","DSA3362",0,2220
"ST2132","DSA3362",0,2220
"ST2137","DSA3362",0,2220
"ST2334","DSA3362",0,2220
"ST3131","DSA3362",0,2220
"ST3232","DSA3362",0,2220
"ST3236&MA3238","DSA3362",0,2220
"ST3244","DSA3362",0,2220
"ST3246","DSA3362",0,2220
"ST3247","DSA3362",0,2220
"ST4234","DSA3362",0,2220
"ST4238&MA4251","DSA3362",0,2220
"ST4248","DSA3362",0,2220
"DSA1101","DSA4212",0,2220
"DSA2101","DSA4212",1,2220
"DSA3101","DSA4212",46,2220
"DSA3362","DSA4212",0,2220
"DSA4212","DSA4212",122,2220
"DSA4263","DSA4212",1,2220
"DSA4266","DSA4212",5,2220
"ST1131","DSA4212",1,2220
"ST2131&MA2116","DSA4212",0,2220
"ST2132","DSA4212",0,2220
"ST2137","DSA4212",0,2220
"ST2334","DSA4212",0,2220
"ST3131","DSA4212",4,2220
"ST3232","DSA4212",7,2220
"ST3236&MA3238","DSA4212",5,2220
"ST3244","DSA4212",0,2220
"ST3246","DSA4212",3,2220
"ST3247","DSA4212",27,2220
"ST4234","DSA4212",19,2220
"ST4238&MA4251","DSA4212",3,2220
"ST4248","DSA4212",24,2220
"DSA1101","DSA4263",0,2220
"DSA2101","DSA4263",0,2220
"DSA3101","DSA4263",0,2220
"DSA3362","DSA4263",0,2220
"DSA4212","DSA4263",1,2220
"DSA4263","DSA4263",54,2220
"DSA4266","DSA4263",0,2220
"ST1131","DSA4263",0,2220
"ST2131&MA2116","DSA4263",0,2220
"ST2132","DSA4263",0,2220
"ST2137","DSA4263",2,2220
"ST2334","DSA4263",0,2220
"ST3131","DSA4263",0,2220
"ST3232","DSA4263",3,2220
"ST3236&MA3238","DSA4263",0,2220
"ST3244","DSA4263",0,2220
"ST3246","DSA4263",0,2220
"ST3247","DSA4263",5,2220
"ST4234","DSA4263",7,2220
"ST4238&MA4251","DSA4263",0,2220
"ST4248","DSA4263",6,2220
"DSA1101","DSA4266",0,2220
"DSA2101","DSA4266",0,2220
"DSA3101","DSA4266",0,2220
"DSA3362","DSA4266",0,2220
"DSA4212","DSA4266",5,2220
"DSA4263","DSA4266",0,2220
"DSA4266","DSA4266",15,2220
"ST1131","DSA4266",0,2220
"ST2131&MA2116","DSA4266",0,2220
"ST2132","DSA4266",0,2220
"ST2137","DSA4266",0,2220
"ST2334","DSA4266",0,2220
"ST3131","DSA4266",2,2220
"ST3232","DSA4266",2,2220
"ST3236&MA3238","DSA4266",0,2220
"ST3244","DSA4266",0,2220
"ST3246","DSA4266",0,2220
"ST3247","DSA4266",2,2220
"ST4234","DSA4266",2,2220
"ST4238&MA4251","DSA4266",0,2220
"ST4248","DSA4266",0,2220
"DSA1101","ST1131",1,2220
"DSA2101","ST1131",0,2220
"DSA3101","ST1131",0,2220
"DSA3362","ST1131",0,2220
"DSA4212","ST1131",1,2220
"DSA4263","ST1131",0,2220
"DSA4266","ST1131",0,2220
"ST1131","ST1131",174,2220
"ST2131&MA2116","ST1131",10,2220
"ST2132","ST1131",0,2220
"ST2137","ST1131",6,2220
"ST2334","ST1131",10,2220
"ST3131","ST1131",0,2220
"ST3232","ST1131",3,2220
"ST3236&MA3238","ST1131",0,2220
"ST3244","ST1131",1,2220
"ST3246","ST1131",1,2220
"ST3247","ST1131",1,2220
"ST4234","ST1131",0,2220
"ST4238&MA4251","ST1131",1,2220
"ST4248","ST1131",0,2220
"DSA1101","ST2131.MA2116",82,2220
"DSA2101","ST2131.MA2116",3,2220
"DSA3101","ST2131.MA2116",0,2220
"DSA3362","ST2131.MA2116",0,2220
"DSA4212","ST2131.MA2116",0,2220
"DSA4263","ST2131.MA2116",0,2220
"DSA4266","ST2131.MA2116",0,2220
"ST1131","ST2131.MA2116",10,2220
"ST2131&MA2116","ST2131.MA2116",363,2220
"ST2132","ST2131.MA2116",0,2220
"ST2137","ST2131.MA2116",4,2220
"ST2334","ST2131.MA2116",0,2220
"ST3131","ST2131.MA2116",0,2220
"ST3232","ST2131.MA2116",0,2220
"ST3236&MA3238","ST2131.MA2116",1,2220
"ST3244","ST2131.MA2116",0,2220
"ST3246","ST2131.MA2116",0,2220
"ST3247","ST2131.MA2116",0,2220
"ST4234","ST2131.MA2116",0,2220
"ST4238&MA4251","ST2131.MA2116",0,2220
"ST4248","ST2131.MA2116",0,2220
"DSA1101","ST2132",3,2220
"DSA2101","ST2132",88,2220
"DSA3101","ST2132",0,2220
"DSA3362","ST2132",0,2220
"DSA4212","ST2132",0,2220
"DSA4263","ST2132",0,2220
"DSA4266","ST2132",0,2220
"ST1131","ST2132",0,2220
"ST2131&MA2116","ST2132",0,2220
"ST2132","ST2132",217,2220
"ST2137","ST2132",8,2220
"ST2334","ST2132",0,2220
"ST3131","ST2132",34,2220
"ST3232","ST2132",1,2220
"ST3236&MA3238","ST2132",15,2220
"ST3244","ST2132",1,2220
"ST3246","ST2132",0,2220
"ST3247","ST2132",8,2220
"ST4234","ST2132",0,2220
"ST4238&MA4251","ST2132",1,2220
"ST4248","ST2132",0,2220
"DSA1101","ST2137",1,2220
"DSA2101","ST2137",0,2220
"DSA3101","ST2137",0,2220
"DSA3362","ST2137",0,2220
"DSA4212","ST2137",0,2220
"DSA4263","ST2137",2,2220
"DSA4266","ST2137",0,2220
"ST1131","ST2137",6,2220
"ST2131&MA2116","ST2137",4,2220
"ST2132","ST2137",8,2220
"ST2137","ST2137",66,2220
"ST2334","ST2137",2,2220
"ST3131","ST2137",6,2220
"ST3232","ST2137",0,2220
"ST3236&MA3238","ST2137",4,2220
"ST3244","ST2137",0,2220
"ST3246","ST2137",2,2220
"ST3247","ST2137",5,2220
"ST4234","ST2137",2,2220
"ST4238&MA4251","ST2137",3,2220
"ST4248","ST2137",0,2220
"DSA1101","ST2334",1,2220
"DSA2101","ST2334",0,2220
"DSA3101","ST2334",0,2220
"DSA3362","ST2334",0,2220
"DSA4212","ST2334",0,2220
"DSA4263","ST2334",0,2220
"DSA4266","ST2334",0,2220
"ST1131","ST2334",10,2220
"ST2131&MA2116","ST2334",0,2220
"ST2132","ST2334",0,2220
"ST2137","ST2334",2,2220
"ST2334","ST2334",501,2220
"ST3131","ST2334",0,2220
"ST3232","ST2334",0,2220
"ST3236&MA3238","ST2334",0,2220
"ST3244","ST2334",0,2220
"ST3246","ST2334",0,2220
"ST3247","ST2334",0,2220
"ST4234","ST2334",0,2220
"ST4238&MA4251","ST2334",0,2220
"ST4248","ST2334",0,2220
"DSA1101","ST3131",0,2220
"DSA2101","ST3131",56,2220
"DSA3101","ST3131",2,2220
"DSA3362","ST3131",0,2220
"DSA4212","ST3131",4,2220
"DSA4263","ST3131",0,2220
"DSA4266","ST3131",2,2220
"ST1131","ST3131",0,2220
"ST2131&MA2116","ST3131",0,2220
"ST2132","ST3131",34,2220
"ST2137","ST3131",6,2220
"ST2334","ST3131",0,2220
"ST3131","ST3131",228,2220
"ST3232","ST3131",2,2220
"ST3236&MA3238","ST3131",19,2220
"ST3244","ST3131",0,2220
"ST3246","ST3131",5,2220
"ST3247","ST3131",17,2220
"ST4234","ST3131",7,2220
"ST4238&MA4251","ST3131",2,2220
"ST4248","ST3131",0,2220
"DSA1101","ST3232",0,2220
"DSA2101","ST3232",0,2220
"DSA3101","ST3232",9,2220
"DSA3362","ST3232",0,2220
"DSA4212","ST3232",7,2220
"DSA4263","ST3232",3,2220
"DSA4266","ST3232",2,2220
"ST1131","ST3232",3,2220
"ST2131&MA2116","ST3232",0,2220
"ST2132","ST3232",1,2220
"ST2137","ST3232",0,2220
"ST2334","ST3232",0,2220
"ST3131","ST3232",2,2220
"ST3232","ST3232",47,2220
"ST3236&MA3238","ST3232",3,2220
"ST3244","ST3232",8,2220
"ST3246","ST3232",12,2220
"ST3247","ST3232",8,2220
"ST4234","ST3232",15,2220
"ST4238&MA4251","ST3232",8,2220
"ST4248","ST3232",9,2220
"DSA1101","ST3236.MA3238",1,2220
"DSA2101","ST3236.MA3238",6,2220
"DSA3101","ST3236.MA3238",0,2220
"DSA3362","ST3236.MA3238",0,2220
"DSA4212","ST3236.MA3238",5,2220
"DSA4263","ST3236.MA3238",0,2220
"DSA4266","ST3236.MA3238",0,2220
"ST1131","ST3236.MA3238",0,2220
"ST2131&MA2116","ST3236.MA3238",1,2220
"ST2132","ST3236.MA3238",15,2220
"ST2137","ST3236.MA3238",4,2220
"ST2334","ST3236.MA3238",0,2220
"ST3131","ST3236.MA3238",19,2220
"ST3232","ST3236.MA3238",3,2220
"ST3236&MA3238","ST3236.MA3238",109,2220
"ST3244","ST3236.MA3238",1,2220
"ST3246","ST3236.MA3238",3,2220
"ST3247","ST3236.MA3238",14,2220
"ST4234","ST3236.MA3238",8,2220
"ST4238&MA4251","ST3236.MA3238",0,2220
"ST4248","ST3236.MA3238",4,2220
"DSA1101","ST3244",0,2220
"DSA2101","ST3244",0,2220
"DSA3101","ST3244",0,2220
"DSA3362","ST3244",0,2220
"DSA4212","ST3244",0,2220
"DSA4263","ST3244",0,2220
"DSA4266","ST3244",0,2220
"ST1131","ST3244",1,2220
"ST2131&MA2116","ST3244",0,2220
"ST2132","ST3244",1,2220
"ST2137","ST3244",0,2220
"ST2334","ST3244",0,2220
"ST3131","ST3244",0,2220
"ST3232","ST3244",8,2220
"ST3236&MA3238","ST3244",1,2220
"ST3244","ST3244",21,2220
"ST3246","ST3244",6,2220
"ST3247","ST3244",4,2220
"ST4234","ST3244",5,2220
"ST4238&MA4251","ST3244",4,2220
"ST4248","ST3244",3,2220
"DSA1101","ST3246",0,2220
"DSA2101","ST3246",1,2220
"DSA3101","ST3246",1,2220
"DSA3362","ST3246",0,2220
"DSA4212","ST3246",3,2220
"DSA4263","ST3246",0,2220
"DSA4266","ST3246",0,2220
"ST1131","ST3246",1,2220
"ST2131&MA2116","ST3246",0,2220
"ST2132","ST3246",0,2220
"ST2137","ST3246",2,2220
"ST2334","ST3246",0,2220
"ST3131","ST3246",5,2220
"ST3232","ST3246",12,2220
"ST3236&MA3238","ST3246",3,2220
"ST3244","ST3246",6,2220
"ST3246","ST3246",31,2220
"ST3247","ST3246",7,2220
"ST4234","ST3246",8,2220
"ST4238&MA4251","ST3246",6,2220
"ST4248","ST3246",2,2220
"DSA1101","ST3247",1,2220
"DSA2101","ST3247",6,2220
"DSA3101","ST3247",22,2220
"DSA3362","ST3247",0,2220
"DSA4212","ST3247",27,2220
"DSA4263","ST3247",5,2220
"DSA4266","ST3247",2,2220
"ST1131","ST3247",1,2220
"ST2131&MA2116","ST3247",0,2220
"ST2132","ST3247",8,2220
"ST2137","ST3247",5,2220
"ST2334","ST3247",0,2220
"ST3131","ST3247",17,2220
"ST3232","ST3247",8,2220
"ST3236&MA3238","ST3247",14,2220
"ST3244","ST3247",4,2220
"ST3246","ST3247",7,2220
"ST3247","ST3247",114,2220
"ST4234","ST3247",13,2220
"ST4238&MA4251","ST3247",2,2220
"ST4248","ST3247",22,2220
"DSA1101","ST4234",0,2220
"DSA2101","ST4234",0,2220
"DSA3101","ST4234",10,2220
"DSA3362","ST4234",0,2220
"DSA4212","ST4234",19,2220
"DSA4263","ST4234",7,2220
"DSA4266","ST4234",2,2220
"ST1131","ST4234",0,2220
"ST2131&MA2116","ST4234",0,2220
"ST2132","ST4234",0,2220
"ST2137","ST4234",2,2220
"ST2334","ST4234",0,2220
"ST3131","ST4234",7,2220
"ST3232","ST4234",15,2220
"ST3236&MA3238","ST4234",8,2220
"ST3244","ST4234",5,2220
"ST3246","ST4234",8,2220
"ST3247","ST4234",13,2220
"ST4234","ST4234",68,2220
"ST4238&MA4251","ST4234",5,2220
"ST4248","ST4234",9,2220
"DSA1101","ST4238.MA4251",0,2220
"DSA2101","ST4238.MA4251",0,2220
"DSA3101","ST4238.MA4251",0,2220
"DSA3362","ST4238.MA4251",0,2220
"DSA4212","ST4238.MA4251",3,2220
"DSA4263","ST4238.MA4251",0,2220
"DSA4266","ST4238.MA4251",0,2220
"ST1131","ST4238.MA4251",1,2220
"ST2131&MA2116","ST4238.MA4251",0,2220
"ST2132","ST4238.MA4251",1,2220
"ST2137","ST4238.MA4251",3,2220
"ST2334","ST4238.MA4251",0,2220
"ST3131","ST4238.MA4251",2,2220
"ST3232","ST4238.MA4251",8,2220
"ST3236&MA3238","ST4238.MA4251",0,2220
"ST3244","ST4238.MA4251",4,2220
"ST3246","ST4238.MA4251",6,2220
"ST3247","ST4238.MA4251",2,2220
"ST4234","ST4238.MA4251",5,2220
"ST4238&MA4251","ST4238.MA4251",40,2220
"ST4248","ST4238.MA4251",4,2220
"DSA1101","ST4248",0,2220
"DSA2101","ST4248",2,2220
"DSA3101","ST4248",22,2220
"DSA3362","ST4248",0,2220
"DSA4212","ST4248",24,2220
"DSA4263","ST4248",6,2220
"DSA4266","ST4248",0,2220
"ST1131","ST4248",0,2220
"ST2131&MA2116","ST4248",0,2220
"ST2132","ST4248",0,2220
"ST2137","ST4248",0,2220
"ST2334","ST4248",0,2220
"ST3131","ST4248",0,2220
"ST3232","ST4248",9,2220
"ST3236&MA3238","ST4248",4,2220
"ST3244","ST4248",3,2220
"ST3246","ST4248",2,2220
"ST3247","ST4248",22,2220
"ST4234","ST4248",9,2220
"ST4238&MA4251","ST4248",4,2220
"ST4248","ST4248",62,2220
